"File","file","duration","duration_noSilence","voiced","voiced_noSilence","amEnvDep_mean","amEnvDep_median","amEnvDep_sd","amEnvDepVoiced_mean","amEnvDepVoiced_median","amEnvDepVoiced_sd","amEnvFreq_mean","amEnvFreq_median","amEnvFreq_sd","amEnvFreqVoiced_mean","amEnvFreqVoiced_median","amEnvFreqVoiced_sd","amMsFreq_mean","amMsFreq_median","amMsFreq_sd","amMsFreqVoiced_mean","amMsFreqVoiced_median","amMsFreqVoiced_sd","amMsPurity_mean","amMsPurity_median","amMsPurity_sd","amMsPurityVoiced_mean","amMsPurityVoiced_median","amMsPurityVoiced_sd","ampl_mean","ampl_median","ampl_sd","ampl_noSilence_mean","ampl_noSilence_median","ampl_noSilence_sd","amplVoiced_mean","amplVoiced_median","amplVoiced_sd","CPP_mean","CPP_median","CPP_sd","dom_mean","dom_median","dom_sd","domVoiced_mean","domVoiced_median","domVoiced_sd","entropy_mean","entropy_median","entropy_sd","entropySh_mean","entropySh_median","entropySh_sd","entropyShVoiced_mean","entropyShVoiced_median","entropyShVoiced_sd","entropyVoiced_mean","entropyVoiced_median","entropyVoiced_sd","f1_freq_mean","f1_freq_median","f1_freq_sd","f1_width_mean","f1_width_median","f1_width_sd","f2_freq_mean","f2_freq_median","f2_freq_sd","f2_width_mean","f2_width_median","f2_width_sd","f3_freq_mean","f3_freq_median","f3_freq_sd","f3_width_mean","f3_width_median","f3_width_sd","flux_mean","flux_median","flux_sd","fmDep_mean","fmDep_median","fmDep_sd","fmFreq_mean","fmFreq_median","fmFreq_sd","fmPurity_mean","fmPurity_median","fmPurity_sd","harmEnergy_mean","harmEnergy_median","harmEnergy_sd","harmHeight_mean","harmHeight_median","harmHeight_sd","HNR_mean","HNR_median","HNR_sd","HNRVoiced_mean","HNRVoiced_median","HNRVoiced_sd","loudness_mean","loudness_median","loudness_sd","loudnessVoiced_mean","loudnessVoiced_median","loudnessVoiced_sd","novelty_mean","novelty_median","novelty_sd","noveltyVoiced_mean","noveltyVoiced_median","noveltyVoiced_sd","peakFreq_mean","peakFreq_median","peakFreq_sd","peakFreqVoiced_mean","peakFreqVoiced_median","peakFreqVoiced_sd","pitch_mean","pitch_median","pitch_sd","quartile25_mean","quartile25_median","quartile25_sd","quartile25Voiced_mean","quartile25Voiced_median","quartile25Voiced_sd","quartile50_mean","quartile50_median","quartile50_sd","quartile50Voiced_mean","quartile50Voiced_median","quartile50Voiced_sd","quartile75_mean","quartile75_median","quartile75_sd","quartile75Voiced_mean","quartile75Voiced_median","quartile75Voiced_sd","roughness_mean","roughness_median","roughness_sd","roughnessVoiced_mean","roughnessVoiced_median","roughnessVoiced_sd","specCentroid_mean","specCentroid_median","specCentroid_sd","specCentroidVoiced_mean","specCentroidVoiced_median","specCentroidVoiced_sd","specSlope_mean","specSlope_median","specSlope_sd","specSlopeVoiced_mean","specSlopeVoiced_median","specSlopeVoiced_sd","subDep_mean","subDep_median","subDep_sd","subRatio_mean","subRatio_median","subRatio_sd"
"C:/Users/Sarka Kadava/OneDrive - Leibniz-ZAS/Dokumente/GitHub/sound_similarity/segments/p0_t59_v_w95_stone-rock_s1 .wav","p0_t59_v_w95_stone-rock_s1 .wav",0.493832199546485,0.468956916099774,0.144329896907216,0.150537634408602,0.176916554379447,0.1867082726225,0.0337771082527266,0.129156157953482,0.114045113028523,0.0337084262779948,71.9702700489232,51.6459243417931,32.7336477233294,112.455418117257,132.461762125773,40.3634115301974,62.2892228739003,60.6534090909091,18.2665826520196,70.2414772727273,69.1051136363636,5.73991008764842,-13.8270388476251,-13.9345459593273,1.45334250985048,-13.3955748196406,-13.1256653878241,0.801531596907529,0.00453255511588302,0.0037073213193281,0.00263406818352817,0.00467842141653415,0.00380154694627737,0.0025919562303423,0.00260654126356845,0.00221874645285545,0.000856509942900332,6.078306245062,5.47304496827253,2.26882126492143,487.877450931253,451.090928819131,265.476483314333,475.547535090117,410.354650183415,131.207658903129,0.107748785183183,0.106223238072598,0.0203504928199455,0.701348423510812,0.712716428211184,0.055102385117212,0.648119690950377,0.641461176275655,0.042196788948162,0.0941793879018298,0.0950980995709537,0.0146097248950329,1431.5588172043,1342.28,296.898188818298,197.934568102673,150.657465039881,131.728672589656,2074.08139784946,1934.3,529.787870861683,311.437936297967,289.835716277095,141.775811272316,3372.2735483871,3220.57,984.009538158134,353.747822349741,351.321926846018,127.025228420251,0.0236837760800083,0.0040756325914334,0.0510137490585473,1.24276702858081,1.35479200962381,0.275690775077161,8.35227272727272,8.35227272727272,0,NA,NA,NA,1.20350494414363,-3.99136487176308,9.2323456808757,9541.38588445259,4272.68046469659,12712.5408764433,2.17707849438713,1.8192876911786,3.00518826418413,5.18941592682813,5.21342019346219,2.10094612666487,1.56894230529895,1.386928983156,0.60376654622237,1.05656351929957,1.00697785168041,0.282422017515239,0.14532761839998,0.107037922554568,0.138515532704273,0.212861262232107,0.163670936899566,0.149886090565671,1592.85923753666,1503.40909090909,568.214267178732,1424.65909090909,1503.40909090909,292.021253520949,1036.74375166569,1138.15136476427,543.199636684802,1459.22287390029,1503.40909090909,593.037678906938,1138.29545454545,1353.06818181818,511.978005064727,1957.12609970674,1804.09090909091,700.125094410206,1510.56818181818,1603.63636363636,329.999864546581,3182.4853372434,3207.27272727273,1000.70882386434,2269.43181818182,2255.11363636364,742.376564611278,27.7895768863668,28.1726657574001,1.09001582098614,26.6922500782493,26.167551133245,0.924076851962713,2725.742681696,2739.87387417535,700.811405126577,2145.32646737337,2248.00126634403,478.269832307714,-2.71653162514928,-2.71327523779764,0.302060012961471,-2.4385375543071,-2.38104711589404,0.258934514509369,0.114977575433577,0.10010209930998,0.0984797803238585,4.09090909090909,4,0.943879807448539
"C:/Users/Sarka Kadava/OneDrive - Leibniz-ZAS/Dokumente/GitHub/sound_similarity/segments/p0_t59_v_w95_stone-rock_s2 .wav","p0_t59_v_w95_stone-rock_s2 .wav",0.172086167800454,0.119750566893424,0.303030303030303,0.434782608695652,1,1,0,1,1,0,11.7914438502674,11.7914438502674,0,11.7914438502674,11.7914438502674,0,83.0877130681818,83.0877130681818,8.85122964772207,74.6049360795455,74.6049360795455,3.95121273128845,-14.5265584640186,-14.5265584640186,0.00951857621345697,-14.5356808077473,-14.5356808077473,0.00424911803390258,0.00417002067662167,0.00379073551433894,0.00268868468843953,0.00554003854816814,0.00561343722373506,0.00199540552265043,0.00544065331402861,0.00393944349628569,0.00259840405888682,7.21342417038671,7.08382506951355,1.42993099061121,418.640930732812,410.298057503746,62.9365261224527,434.109965551039,459.369793379553,81.0318770725911,0.132280063674735,0.124474848706519,0.0316326633283491,0.752882307304645,0.755837169481053,0.039198329976958,0.741178259687038,0.735451071791311,0.0228849087154898,0.11828086750863,0.118604062267832,0.0188130769450188,1395.7952173913,1443.02,271.415250925916,205.445923632648,154.239438671925,147.622211336796,2771.76260869565,2326.69,1088.95519601972,336.273730878759,358.017174904572,154.196276797994,4097.52130434783,4362.83,1041.41474172181,296.82135772245,290.621814896051,137.418155938472,0.0627895803452778,0.000816955749765869,0.204527719334923,2.54005382303979,2.54005382303979,0,12.5284090909091,12.5284090909091,0,NA,NA,NA,8.3406166754085,8.05090924205868,1.87786648186794,1119.20454545455,1127.55681818182,262.638806275812,1.69120685506554,1.46435686364034,3.62872850818721,4.24775655202231,4.49095412348913,1.60653136800157,2.61789080221015,2.49865541861046,0.695043797322084,2.48083547332277,2.14356607099613,0.719345658349487,0.210843142539572,0.199452460760608,0.180246312517458,0.128304219243809,0.0515197698525192,0.207499939953913,936.907114624506,1503.40909090909,755.859296064225,1493.38636363636,1503.40909090909,31.6946465485049,447.446928227494,477.17988508087,95.3601274382789,1115.57312252965,1202.72727272727,296.559962205214,1333.02272727273,1302.95454545455,67.6482531705353,2000.18774703557,1804.09090909091,422.511762203926,1743.95454545454,1653.75,201.565105451161,4501.51185770751,4710.68181818182,957.497434169949,4430.04545454545,4460.11363636363,455.149053780216,22.6027488371882,22.6027488371882,0.420449638328132,22.19980137578,22.19980137578,0.187689849879252,3020.54015028239,3063.18598797641,376.631887366539,2984.4289276655,3003.31141975741,198.933047366459,-3.00566150200939,-2.98706658065792,0.302076276128968,-2.95557830472878,-2.92747495360834,0.168131926244708,0.0242210983670826,0.0165858190264606,0.0274789336018834,2,2,0
"C:/Users/Sarka Kadava/OneDrive - Leibniz-ZAS/Dokumente/GitHub/sound_similarity/segments/p0_t59_v_w95_stone-rock_s3 .wav","p0_t59_v_w95_stone-rock_s3 .wav",0.183922902494331,0.179614512471656,0,0,1,1,0,NA,NA,NA,11.1363636363636,11.1363636363636,0,NA,NA,NA,83.5227272727272,83.5227272727272,19.3631962489209,NA,NA,NA,-14.8297415137173,-14.8297415137173,1.05763981120722,NA,NA,NA,0.00279584903413924,0.00314915035210624,0.00134346218688326,0.00279584903413924,0.00314915035210624,0.00134346218688326,NA,NA,NA,NA,NA,NA,314.884363851241,306.626721349803,59.4787218755769,NA,NA,NA,0.131596464470067,0.125080830845749,0.0279420477852383,0.758406092096496,0.767746117956117,0.0448003666898287,NA,NA,NA,NA,NA,NA,1521.928,1546.3,418.073183150285,270.557122102394,231.75965442286,135.525134942991,2663.58514285714,2614.2,953.268958159459,345.539869168394,338.950021038541,136.176186959455,3824.08171428571,3838.7,909.790494427105,328.659020033234,329.577716278614,120.064215729822,0.117646254085569,3.89599147387898e-09,0.32703228106386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.869652482037448,-1.42723617137122,2.3416249853095,NA,NA,NA,1.21439083166604,1.29351222081568,0.432674944046998,NA,NA,NA,0.14105561420863,0.110781380857612,0.122531026456178,NA,NA,NA,1245.68181818182,1403.18181818182,1223.01571180915,NA,NA,NA,NA,NA,NA,1197,1403.18181818182,639.897131738832,NA,NA,NA,2448.40909090909,2505.68181818182,889.938809873142,NA,NA,NA,4315.5,4510.22727272727,700.302292530643,NA,NA,NA,26.2711757796401,26.2711757796401,1.23584257313864,NA,NA,NA,3096.33015193938,3170.09667444845,556.411983835367,NA,NA,NA,-2.75544137947793,-2.88499020086879,0.359912947574644,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:/Users/Sarka Kadava/OneDrive - Leibniz-ZAS/Dokumente/GitHub/sound_similarity/segments/p0_t59_v_w95_stone-rock_s4 .wav","p0_t59_v_w95_stone-rock_s4 .wav",0.185759637188209,0.184603174603175,0,0,1,1,0,NA,NA,NA,11.1363636363636,11.1363636363636,0,NA,NA,NA,68.0555555555555,68.0555555555555,0,NA,NA,NA,-13.2270461673808,-13.2270461673808,0,NA,NA,NA,0.00247624764159566,0.00227958553420525,0.00125280871658197,0.00247624764159566,0.00227958553420525,0.00125280871658197,NA,NA,NA,NA,NA,NA,429.043915324573,403.846972659366,92.077492518997,NA,NA,NA,0.135832481768921,0.137146939531624,0.0250033480651615,0.760735488039929,0.766223946810878,0.0567016282137585,NA,NA,NA,NA,NA,NA,1424.67472222222,1414.475,360.685244955338,225.969758436772,212.286108603128,126.709136966965,2762.44,2982.795,813.165859019109,372.934815350064,374.732354115158,115.981584284278,3995.80333333333,4069.83,621.440250933265,311.213762855358,305.86565683973,144.409602819632,0.0869656510394232,6.83874116447214e-07,0.230773256751894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.290221921293022,0.500592938631474,3.77760679335953,NA,NA,NA,1.08877211948162,1.08685310921699,0.422120891619863,NA,NA,NA,0.172163214950227,0.131597373601021,0.159158178767226,NA,NA,NA,1202.72727272727,801.818181818181,1438.33245389718,NA,NA,NA,NA,NA,NA,1127.55681818182,1302.95454545455,684.560343689943,NA,NA,NA,2647.67045454545,2154.88636363636,1201.86190459079,NA,NA,NA,4777.5,5011.36363636364,1072.81312252776,NA,NA,NA,27.6579119768325,27.6579119768325,0.584327481166815,NA,NA,NA,3288.39217238801,3247.23228605766,768.959171864033,NA,NA,NA,-2.76202276680489,-2.87338910335637,0.350281718856861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:/Users/Sarka Kadava/OneDrive - Leibniz-ZAS/Dokumente/GitHub/sound_similarity/segments/p0_t59_v_w95_stone-rock_s5 .wav","p0_t59_v_w95_stone-rock_s5 .wav",0.333265306122449,0.319297052154195,0,0,0.189095095588939,0.184557481248462,0.00954049979269275,NA,NA,NA,22.6249860064547,23.6371558253994,3.72505035207246,NA,NA,NA,75.6210945373917,74.6642561983471,9.76681019329351,NA,NA,NA,-15.8533679293076,-16.0961160213636,1.0284238358362,NA,NA,NA,0.00552460216116754,0.00250879868930511,0.00547193944887606,0.00794902465921056,0.00620982900239036,0.00561796926608436,NA,NA,NA,NA,NA,NA,264.246040443525,234.737907430023,187.677520231977,NA,NA,NA,0.0864998403505903,0.0860756808383378,0.0286990639226651,0.574024182307778,0.540328896114715,0.0864539577486018,NA,NA,NA,NA,NA,NA,587.277804878049,435.8,454.046260388257,173.126017898707,113.000000068306,132.155677974521,1882.3856097561,1499.36,785.506488814856,309.541658490927,273.566480574828,162.909338150618,3411.0412195122,3135.76,986.961782847226,394.930479862339,396.075265827664,115.79542335778,0.109398295998609,1.24918822802522e-06,0.31449813766816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38100530631386,5.75083553006953,2.58898737081704,NA,NA,NA,1.53229415398642,1.28150460093691,0.798241502257867,NA,NA,NA,0.196348874845523,0.175837560636507,0.154931154155283,NA,NA,NA,273.791574279379,200.454545454545,155.310867273827,NA,NA,NA,NA,NA,NA,229.789356984479,200.454545454545,98.3144804267424,NA,NA,NA,425.354767184036,400.909090909091,259.219281638327,NA,NA,NA,1034.05210643016,801.818181818182,627.297440435524,NA,NA,NA,22.8735335516762,22.2491104280603,1.27422521822609,NA,NA,NA,1145.27125306851,1083.52886701961,331.892211107868,NA,NA,NA,-2.1231305328059,-2.09552994050452,0.274197096154679,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:/Users/Sarka Kadava/OneDrive - Leibniz-ZAS/Dokumente/GitHub/sound_similarity/segments/p1_t47_v_w7_fly_s1 .wav","p1_t47_v_w7_fly_s1 .wav",0.806575963718821,0.803197278911565,0.20625,0.20625,0.0997187479358575,0.0987081466663517,0.0151318690013814,0.115627379426367,0.119523284305963,0.0130838965304814,87.0245172884593,87.4745310917661,31.2142940253368,67.8616190002405,67.687442679667,11.8187802260948,69.9767755219731,70.9698645531436,8.06872174865674,72.2586887984356,74.8824451410658,6.35019153455365,-17.0451195089424,-18.1451497404926,2.99354319983877,-15.717112720575,-16.4394851834067,3.01362653044789,0.00940079650712527,0.00965766333806037,0.00461231433497053,0.00940079650712527,0.00965766333806037,0.00461231433497053,0.00444136870972008,0.00494064437961306,0.00169586077024925,5.66841799492277,5.18806441146653,1.91865617848883,214.26510324672,189.145586314785,159.211617815568,304.521291714344,187.684967886627,350.950137923768,0.127567101234712,0.122593672373345,0.0353155522395001,0.609428988723436,0.585616631897565,0.0813505571863612,0.679311946634657,0.699183290020549,0.0671833117078135,0.152960252297446,0.156073087117661,0.0285098150818315,507.1581875,241.33,580.421505814884,204.599548817209,163.449154273585,136.279271029287,2226.2855,1776.79,1168.17196168799,344.693444717595,330.740578688859,129.229923711153,3714.715,3029.385,1468.10340886533,357.518416859247,354.229200994851,127.136708358131,0.020249803779903,0.00197591169884237,0.0462623830657664,0.366910255653921,0.38505271813734,0.0781985081676914,5.01136363636363,5.01136363636363,0,NA,NA,NA,1.94623251357659,2.43010315436042,2.04154917253044,34357.6579900875,38088.688315884,12894.3627119659,9.62637243490242,10.4627511743146,2.23062161039118,8.17219954166462,8.27066299226396,1.53869915037735,0.997644075914131,1.03516450744605,0.261404611492959,0.685094906783713,0.745982156236274,0.185112388130378,0.120020553814968,0.0897650374840603,0.127171645381357,0.184928257775678,0.169329322204797,0.0920526885533102,187.926136363636,200.454545454545,48.6746665113128,157.93388429752,200.454545454545,71.0054834438484,193.645533704119,185.853433516858,41.1189035067671,192.9375,200.454545454545,94.4171436232834,170.082644628099,200.454545454545,72.9874124620904,729.779829545454,300.681818181818,1225.88913586751,1755.4958677686,1302.95454545455,1877.94478674878,3964.61505681818,3507.95454545455,2381.58590854534,5983.26446280992,6915.68181818182,2196.36766432616,18.6894561221442,18.5642507611248,1.42221147756319,19.321077443938,19.0955303286929,1.79688070026942,2600.79991480524,2373.93794399712,894.296645803353,3343.36237168304,3515.90416580545,1009.02070398385,-2.39051064818133,-2.43014496719423,0.217519653358395,-2.33295516686342,-2.37260750876872,0.220405627810464,0,0,0,NA,NA,NA
"C:/Users/Sarka Kadava/OneDrive - Leibniz-ZAS/Dokumente/GitHub/sound_similarity/segments/p1_t47_v_w7_fly_s2 .wav","p1_t47_v_w7_fly_s2 .wav",1.3318820861678,1.32700680272109,0,0,0.152938143371644,0.151236391236899,0.0428522461963088,NA,NA,NA,28.8336635094781,27.7504845801302,3.88570308611485,NA,NA,NA,50.6727641957075,46.823347107438,16.469371171572,NA,NA,NA,-14.4090846397184,-13.9630803542505,3.95465933506332,NA,NA,NA,0.00563361496898335,0.00520954367517225,0.00295263725640441,0.00566765654875764,0.0052123427472503,0.00293776818908858,NA,NA,NA,NA,NA,NA,244.828435225818,189.351496765738,184.115628037791,NA,NA,NA,0.134686009220172,0.131422128405478,0.0368998199009978,0.656053595087095,0.66421540123162,0.0856375072309232,NA,NA,NA,NA,NA,NA,1107.926121673,1141.44,806.406922734271,279.851270580051,267.755279614244,134.248545357796,2496.79650190114,2307.58,1011.22944096819,319.406742236002,320.962242279639,121.423492285027,4019.80646387833,3886.35,1460.14160689905,350.805672150119,351.031031810886,130.398216784464,0.0227348124460418,6.14394565612297e-07,0.149279055105058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.00659725746118,8.13348734391574,3.72218769250492,NA,NA,NA,1.16847222169543,1.15010370301268,0.293266644867263,NA,NA,NA,0.118229663636246,0.0832826823718201,0.126797939832532,NA,NA,NA,173.778085032838,200.454545454545,112.035053188317,NA,NA,NA,NA,NA,NA,221.414621500173,200.454545454545,163.533518699591,NA,NA,NA,842.595057034221,501.136363636364,902.798920378351,NA,NA,NA,4010.23418596613,3708.40909090909,2245.51650146511,NA,NA,NA,21.1072407453875,20.8910069865115,1.79210560018712,NA,NA,NA,2585.92596515292,2650.11723603042,870.828272890158,NA,NA,NA,-2.46105095902527,-2.48067139273757,0.250557784271176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:/Users/Sarka Kadava/OneDrive - Leibniz-ZAS/Dokumente/GitHub/sound_similarity/segments/p1_t47_v_w7_fly_s3 .wav","p1_t47_v_w7_fly_s3 .wav",1.25267573696145,1.2521768707483,0,0,0.211705643181019,0.212758205211097,0.0325296214771492,NA,NA,NA,38.4338766766953,38.0892781344782,4.77575477358702,NA,NA,NA,33.8956485767115,32.0226359985396,10.1152025045619,NA,NA,NA,-17.3940319491258,-16.4792203336744,2.72191611817159,NA,NA,NA,0.00762973325360741,0.00789988496611179,0.00340970032498035,0.00768454761516003,0.00797262984166134,0.00336794498326697,NA,NA,NA,NA,NA,NA,203.531789647334,182.827205365599,100.009485158399,NA,NA,NA,0.130336956650634,0.126344937773273,0.0418727753783499,0.617455628290882,0.609156240090264,0.0845607289844093,NA,NA,NA,NA,NA,NA,753.470927419355,248.03,947.497873447427,245.498075867629,215.684545502408,139.675197597671,2366.99540322581,1814.93,1240.87979880732,348.460798593961,343.179132134863,131.126308183403,3839.03342741935,3422.56,1490.73283374236,377.835110251085,372.912713000624,118.360921935065,0.00405797820673684,1.9390514924833e-06,0.063145273531116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.45600001286377,10.4032650102084,2.61438529016348,NA,NA,NA,0.908620743045902,0.922030835626457,0.215114253003724,NA,NA,NA,0.0760757768864323,0.0387577266048827,0.112873110333529,NA,NA,NA,188.330278592375,200.454545454545,47.8812171408836,NA,NA,NA,NA,NA,NA,182.672287390029,200.454545454545,88.8699293810037,NA,NA,NA,596.109787390029,300.681818181818,866.242267117751,NA,NA,NA,3760.54343841642,3758.52272727273,2276.40351787226,NA,NA,NA,21.4707487304439,21.5755281960519,3.00305107954403,NA,NA,NA,2467.5142082725,2372.51363693194,809.200520149334,NA,NA,NA,-2.40650597051244,-2.43333507050899,0.216741812477775,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:/Users/Sarka Kadava/OneDrive - Leibniz-ZAS/Dokumente/GitHub/sound_similarity/segments/p1_t52_v_w124_happy_s1 .wav","p1_t52_v_w124_happy_s1 .wav",0.150362811791383,0.14968253968254,0,0,1,1,0,NA,NA,NA,13.8244514106583,13.8244514106583,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00911975600131181,0.00794152406816504,0.00234647321851441,0.00911975600131181,0.00794152406816504,0.00234647321851441,NA,NA,NA,NA,NA,NA,242.667405194194,244.68314386381,18.297188154962,NA,NA,NA,0.0813701386427788,0.0788762942409035,0.0229182706162092,0.688210662194531,0.711578477040912,0.0588021926176514,NA,NA,NA,NA,NA,NA,1190.27344827586,1386.91,562.255107105535,324.934159886517,272.868423811764,173.135433085717,2368.9724137931,2424.22,777.548182455849,304.668344494978,250.707138807738,147.61616466607,3457.02034482759,3267.51,1084.6060511326,357.973278146409,337.842789958208,113.033719217189,1.91336539497243e-07,1.00274513636922e-07,3.32407733313771e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342492476930011,0.518470706318667,2.88650804944031,NA,NA,NA,1.84196791043194,1.81704767343408,0.170946291266936,NA,NA,NA,0.140394971999871,0.115455934249454,0.118340920396227,NA,NA,NA,432.014106583072,200.454545454545,489.623635381906,NA,NA,NA,NA,NA,NA,656.661442006269,501.136363636364,389.641827549359,NA,NA,NA,1448.11128526646,1703.86363636364,534.118412884836,NA,NA,NA,2927.3275862069,3207.27272727273,702.295884056842,NA,NA,NA,19.6092759883746,19.6092759883746,1.53946607133248,NA,NA,NA,2112.15006946606,2252.34862118275,478.952576403837,NA,NA,NA,-2.90050469219232,-3.02142040221841,0.363309096050225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:/Users/Sarka Kadava/OneDrive - Leibniz-ZAS/Dokumente/GitHub/sound_similarity/segments/p1_t52_v_w124_happy_s2 .wav","p1_t52_v_w124_happy_s2 .wav",0.137414965986395,0.134716553287982,0,0,1,1,0,NA,NA,NA,14.8484848484848,14.8484848484848,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0172747468245382,0.0182656202385359,0.00613578327522627,0.0172747468245382,0.0182656202385359,0.00613578327522627,NA,NA,NA,NA,NA,NA,280.038906973476,281.04927588934,6.7051679159347,NA,NA,NA,0.0677438072167492,0.0683748831464143,0.0193873263742882,0.566697437778634,0.547547777908114,0.0695325428586819,NA,NA,NA,NA,NA,NA,497.848076923077,322.405,433.187221215208,179.360754964784,121.2240466494,130.235240203938,1964.01384615385,1640.505,846.395540045324,191.473452013649,198.484153204816,96.7415517339293,3492.135,3213.525,1022.4059963136,365.744684278271,384.28547270077,135.316908659129,1.72795945175608e-06,5.351456346947e-07,2.58152027921931e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61925679936953,6.45181349011811,2.29924836231381,NA,NA,NA,1.54296861735869,1.58757103151395,0.279004665586622,NA,NA,NA,0.0978927319883482,0.0274371345326125,0.145378864913332,NA,NA,NA,354.65034965035,300.681818181818,275.186595077989,NA,NA,NA,NA,NA,NA,319.956293706293,300.681818181818,214.062988135229,NA,NA,NA,531.975524475525,300.681818181818,450.705657780662,NA,NA,NA,1919.73776223776,1603.63636363636,804.166229814972,NA,NA,NA,15.6072378512241,15.6072378512241,2.04728579261594,NA,NA,NA,1453.54906054415,1310.5857973457,423.792792409383,NA,NA,NA,-2.59522343485262,-2.58532698174586,0.323822610732885,NA,NA,NA,NA,NA,NA,NA,NA,NA
